gene	Estimate	Std. Error	z value	Pr(>|z|)	entrezgene_id	entrezgene_description	external_gene_name	gene_gff	description	gene_name	gene.y	FDR_tol	gene.z	logFC	logCPM	F	PValue	FDR_inf
LOC103826594	2.1588273299061043	1.9014397875236575	1.1353645506270045	0.25622260624125903	103826594	NA	NA	ATP6V1D	ATPase H+ transporting V1 subunit D	ATP6V1D	103826594	0.31947795744220175	103826594	-0.04140993892829728	5.995608995149927	1.1049842931741007	0.2956632600012143	0.5177902470560418
LOC103826595	-0.013350908355111817	1.166451522533764	-0.0114457464345462	0.9908678150272648	103826595	eukaryotic translation initiation factor 2 subunit alpha	EIF2S1	EIF2S1	eukaryotic translation initiation factor 2 subunit alpha	EIF2S1	103826595	0.9929847954646935	103826595	-0.08331949104528993	6.165959846673883	1.9698602181905767	0.16350510239917213	0.3679370489865082
LOC103826597	0.1301281157404883	0.7787588036657344	0.16709681499323764	0.867293872050231	103826597	NA	NA	LOC103826597	galectin-related protein A-like	LOC103826597	103826597	0.8946786576674506	103826597	0.01881418337305413	4.5658223863030996	0.08130003219092179	0.7761225317021634	0.8796341837923244
LOC103826598	-1.650592674095595	1.654451361804193	-0.9976676934736902	0.3184405238986189	103826598	zinc finger FYVE-type containing 26	ZFYVE26	ZFYVE26	zinc finger FYVE-type containing 26	ZFYVE26	103826598	0.3864457481404218	103826598	-0.054874407262260595	6.970524716109804	1.0111862498754913	0.31700255084191076	0.5380662270433304
LOC103826599	-0.5260844891553752	1.2959650812606247	-0.4059403272221168	0.6847864462029835	103826599	arginase 2	ARG2	ARG2	arginase 2	ARG2	103826599	0.7411747816003678	103826599	0.40850027033368164	-0.19799455127338916	2.7660887665387843	0.09941907327131992	0.2753962338871806
LOC103826600	2.7047950421347293	1.2319557028639692	2.195529462501615	0.028125639850393076	103826600	cell death inducing DFFA like effector a	CIDEA	CIDEA	cell death inducing DFFA like effector a	CIDEA	103826600	0.07583783024125863	103826600	-0.6039440016962202	1.6528136567110165	9.131420978637982	0.00318047613035271	0.041078954422094055
LOC103826601	-1.1388519678408138	1.4318156478742272	-0.7953900835848752	0.4263866264938603	103826601	vesicle transport through interaction with t-SNAREs 1B	VTI1B	VTI1B	vesicle transport through interaction with t-SNAREs 1B	VTI1B	103826601	0.4976708433507308	103826601	0.015112909629050588	3.976919049464034	0.09626482504624305	0.7569931561420523	0.8701235709462201
LOC103826603	5.810133653677571	4.806348442056815	1.2088457014138574	0.22672213006311875	103826603	transmembrane protein 229B	TMEM229B	TMEM229B	transmembrane protein 229B	TMEM229B	103826603	0.28718777896271136	103826603	0.059708692563317935	0.6281250977513408	0.16349938075935505	0.6868163299653929	0.8260869985940377
LOC103826604	11.613243446884223	10.264300430911238	1.131420843052353	0.2578780028432418	103826604	RAD51 paralog B	RAD51B	RAD51B	RAD51 paralog B	RAD51B	103826604	0.3212980057433689	103826604	0.03720492350542205	-0.3300321449310086	0.03608325694058516	0.8497297505970304	0.9218873792789517
LOC103826605	-4.090472084359059	1.7913761348916737	-2.283424460495235	0.02240537779007388	103826605	serine/arginine-rich splicing factor 5-like	NA	LOC103826605	serine/arginine-rich splicing factor 5-like	LOC103826605	103826605	0.06248087984929302	103826605	0.007203203515290211	8.051057406456616	0.03205717721130874	0.858258013489557	0.9263279231828546
LOC103826606	-1.0896580600952908	0.6971238763246664	-1.5630766598328534	0.11803456473084953	103826606	NA	NA	ACTN1	actinin alpha 1	ACTN1	103826606	0.1712192135353529	103826606	0.08624005201787312	6.660140330096848	1.1907874245719068	0.2777462557918763	0.4997234809944836
LOC103826607	-0.1346527156561672	1.638377410793888	-0.08218662853201829	0.934498306357479	103826607	DDB1 and CUL4 associated factor 5	DCAF5	DCAF5	DDB1 and CUL4 associated factor 5	DCAF5	103826607	0.9494188189535696	103826607	-0.08477030037869115	9.60803767888047	3.0543412011414146	0.08353626236453182	0.24980152197101554
LOC103826608	1.5156997110437505	0.8482122631371525	1.7869344466181905	0.07394808426220356	103826608	exonuclease 3'-5' domain containing 2	EXD2	EXD2	exonuclease 3'-5' domain containing 2	EXD2	103826608	0.1557825497365597	103826608	-0.2251663413933306	7.910574536938361	7.845252692735197	0.006098696313271996	0.05764432295994293
LOC103826610	-1.9191035310874123	1.419532162689675	-1.3519267696275148	0.17639874292067334	103826610	metallophosphoesterase 1	MPPE1	MPPE1	metallophosphoesterase 1	MPPE1	103826610	0.23169358848937469	103826610	0.21590735919683904	1.8380034163507635	3.0948213293110793	0.08155284407697551	0.2468296561996979
LOC103826611	0.5010204596319748	0.9327690514238727	0.5371323789818785	0.5911761763885709	103826611	NA	NA	ERH	ERH mRNA splicing and mitosis factor	ERH	103826611	0.6558991206170959	103826611	-0.10131837482212655	5.861977753219816	2.2658697200146243	0.1353478374571158	0.33007734127982397
LOC103826612	-7.280872467849077	2.8177774475447412	-2.5839061470923603	0.009768837320054248	103826612	solute carrier family 39 member 9	SLC39A9	SLC39A9	solute carrier family 39 member 9	SLC39A9	103826612	0.03132630184262732	103826612	0.001019473688398762	6.050575765593962	8.484559325480193e-4	0.976819307886506	0.9897879422777205
LOC103826613	-5.183276158612015	2.8659748959668776	-1.8085560225618664	0.07052000590479493	103826613	pleckstrin homology and coiled-coil domain containing D1	PLEKHD1	PLEKHD1	pleckstrin homology and coiled-coil domain containing D1	PLEKHD1	103826613	0.15181043481261627	103826613	-0.03220417063590646	2.0383148457546043	0.08661191613358014	0.7691295685982388	0.8762296567516887
LOC103826614	-1.6466483910550669	1.0321613958490952	-1.5953400288725887	0.11063621889898413	103826614	sushi domain containing 6	SUSD6	SUSD6	sushi domain containing 6	SUSD6	103826614	0.16483617499173248	103826614	-0.112795695557354	7.081323236587926	3.583657289089045	0.06119003862261944	0.20677208247269596
LOC103826615	-2.7207980904191507	1.526097674241664	-1.782846626623127	0.07461127335264027	103826615	serine and arginine rich splicing factor 5	SRSF5	SRSF5	serine and arginine rich splicing factor 5	SRSF5	103826615	0.15640430132239727	103826615	-0.047367224393895783	9.299721249346142	1.2546685344382145	0.2652978201342726	0.4857340058623471
LOC103826618	1.8002134306090811	1.3031670178804293	1.3814142054769665	0.16715164057047957	103826618	cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	COX16	LOC103826618	cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	COX16	103826618	0.22158660232926056	103826618	-0.019117017752418218	-0.4285449354606534	0.01936463581576094	0.8896060101514409	0.9440116669706199
LOC103826620	0.9409796983773548	1.3721436371189621	0.6857734663647125	0.4928559707823483	103826620	synaptojanin 2 binding protein	NA	SYNJ2BP	synaptojanin 2 binding protein	SYNJ2BP	103826620	0.5625541592389496	103826620	-0.11054050699469861	3.568485727115808	4.005294352700607	0.04801903387898202	0.1794179170678568
LOC103826620	0.9409796983773548	1.3721436371189621	0.6857734663647125	0.4928559707823483	103826620	synaptojanin 2 binding protein	NA	SYNJ2BP	synaptojanin 2 binding protein	SYNJ2BP	103826620	0.5625541592389496	103826620	-0.11054050699469861	3.568485727115808	4.005294352700607	0.04801903387898202	0.1794179170678568
LOC103826622	-1.1473974389582973	0.9311015232298591	-1.232301108238056	0.2178366259931474	103826622	mediator complex subunit 6	MED6	MED6	mediator complex subunit 6	MED6	103826622	0.27740944722720406	103826622	-0.026210369917082785	4.159681638587904	0.13183590173223697	0.717288837723105	0.8463232837740506
LOC103826623	7.566901192732794	23.6305749132435	0.32021655082509254	0.7488041774959582	103826623	NA	NA	MAP3K9	mitogen-activated protein kinase kinase kinase 9	MAP3K9	103826623	0.7958256089824008	103826623	-0.03574014029429728	-0.8270759274091644	0.05717446926840787	0.8114747693912525	0.9009598812956389
LOC103826624	2.3952918123674056	5.370315531797387	0.4460244092148766	0.6555796140938899	103826624	signal induced proliferation associated 1 like 1	SIPA1L1	SIPA1L1	signal induced proliferation associated 1 like 1	SIPA1L1	103826624	0.7153163980180374	103826624	0.025687343001955843	1.1644769798901626	0.04112653875643695	0.839701260323972	0.9159919595378141
LOC103826626	2.2700772281903143	3.6756186430399307	0.6176041229110865	0.5368363261730247	103826626	double PHD fingers 3	DPF3	DPF3	double PHD fingers 3	DPF3	103826626	0.6050972857385888	103826626	0.08284672702976756	2.166119476834669	0.6857725918454403	0.4095456783640783	0.6205272366325625
LOC103826627	1.2502680546812581	1.181264426950787	1.0584150560671592	0.2898662582919695	103826627	DDB1 and CUL4 associated factor 4	NA	DCAF4	DDB1 and CUL4 associated factor 4	DCAF4	103826627	0.3564862058865281	103826627	0.031524002714602074	3.6564550574701835	0.15733644386949402	0.6924510204696469	0.8297667319460172
LOC103826628	-2.0604769414267405	0.9596070728946832	-2.1472089979612705	0.031776646692287795	103826628	zinc finger FYVE-type containing 1	ZFYVE1	ZFYVE1	zinc finger FYVE-type containing 1	ZFYVE1	103826628	0.08410079135052213	103826628	0.051298556704093015	8.599173072618584	0.7769306041002526	0.38015747285463053	0.599225687281259
LOC103826629	-3.4256777603344006	1.766110765023803	-1.9396732233202998	0.05241941575121619	103826629	G protein subunit alpha L	GNAL	GNAL	G protein subunit alpha L	GNAL	103826629	0.12490124069487897	103826629	0.19793961691943526	1.3763692137046244	5.452012810668641	0.021517685477917853	0.11183048538380737
LOC103826630	0.7985238584321563	1.5496514069209315	0.515292571520183	0.6063485891194016	103826630	RNA binding motif protein 25	RBM25	RBM25	RNA binding motif protein 25	RBM25	103826630	0.6701511234396942	103826630	-0.10086867399774845	7.053046146058046	4.251989951903465	0.04175095345264253	0.16509779202251468
LOC103826631	-4.68190816274523	2.0904580142837506	-2.2396566354141214	0.025113222857564593	103826631	presenilin 1	PSEN1	PSEN1	presenilin 1	PSEN1	103826631	0.06893224872975053	103826631	0.0526932398529189	5.18774684891163	1.5834611880863934	0.21114074830954083	0.4253996911667581
LOC103826633	-1.3635474284005564	1.4335621032900923	-0.9511603475504488	0.341522983985512	103826633	NA	NA	NUMB	NUMB endocytic adaptor protein	NUMB	103826633	0.4109038349644669	103826633	0.0419176401607071	3.3190618150731988	0.35501797645840055	0.5526088315238662	0.7300778098597598
LOC103826634	5.898479639789084	4.056397424238777	1.454117785536261	0.14591365339727966	103826634	NA	NA	LOC103826634	peroxisomal succinyl-coenzyme A thioesterase-like	LOC103826634	103826634	0.19871127729764745	103826634	-0.11233290908089366	1.5274867562977283	0.9664173990080421	0.3279144069736023	0.5488204014276791
LOC103826635	5.3342301563648356	4.832145058406705	1.1039052205365047	0.2696342540342734	103826635	dynein axonemal light chain 1	DNAL1	DNAL1	dynein axonemal light chain 1	DNAL1	103826635	0.33414497440880664	103826635	-0.20653385096759994	1.2258707491586494	2.574019070676922	0.11174791473529351	0.29587305021964144
LOC103826637	0.9064344806008567	3.7020600497285545	0.2448459691158492	0.8065756987720599	103826637	prostaglandin reductase 2	PTGR2	PTGR2	prostaglandin reductase 2	PTGR2	103826637	0.8448100833699698	103826637	0.2835846383426316	-0.9613522887832087	2.7666822195521465	0.09906080273863241	0.27538032136618357
LOC103826638	-1.6239737331928645	1.340218831052204	-1.2117228138914335	0.22561850310031226	103826638	ubiquitin protein ligase E3 component n-recognin 1	UBR1	UBR1	ubiquitin protein ligase E3 component n-recognin 1	UBR1	103826638	0.28595529725915436	103826638	-0.12270670185182843	7.330316696244448	3.7792918087745084	0.05465039293087802	0.19334015832985502
LOC103826640	-3.434485422394129	12.0716893108229	-0.2845074400079973	0.7760215332180965	103826640	tau tubulin kinase 2	TTBK2	TTBK2	tau tubulin kinase 2	TTBK2	103826640	0.8196053468117275	103826640	-0.001953149855719885	0.6707607474430864	2.3289660117191657e-4	0.9878542914129274	0.9957889132668925
LOC103826641	-5.043368402020166	4.823463339861753	-1.045590698355907	0.29575004563516055	103826641	leucine rich repeat containing 57	LRRC57	LRRC57	leucine rich repeat containing 57	LRRC57	103826641	0.36273045453605995	103826641	0.061235851626756564	2.6535734665497026	0.9058939415639277	0.34346180247352043	0.5648797637426163
LOC103826642	-1.2206107527622525	0.8829310864418244	-1.3824530266357062	0.16683264402398398	103826642	synaptosome associated protein 23	SNAP23	SNAP23	synaptosome associated protein 23	SNAP23	103826642	0.22120837676709162	103826642	0.05041970311434259	7.589621386780442	0.6915127684998844	0.4075962258811826	0.6187685908267694
LOC103826644	-2.7680200603447638	3.3439635718910004	-0.8277662124110573	0.40780291296965887	103826644	zinc finger protein 106	ZNF106	ZNF106	zinc finger protein 106	ZNF106	103826644	0.4788913034494199	103826644	-0.0018241047525455099	4.554429974288944	0.0016887349976739804	0.9673012605563779	0.9852755863632162
LOC103826645	-0.27265339759562857	2.3777884871421096	-0.11466680029363491	0.9087092298348178	103826645	calpain 3	CAPN3	CAPN3	calpain 3	CAPN3	103826645	0.9287933897520984	103826645	0.658747683986283	0.2519843935667266	14.549646425151805	2.3687328446745284e-4	0.010816882956810795
LOC103826646	8.399754785173737	8.23743094435787	1.019705639041144	0.3078680864811345	103826646	phospholipase A2 group IVF	NA	PLA2G4F	phospholipase A2 group IVF	PLA2G4F	103826646	0.37541490914708525	103826646	-0.04626845180065621	-0.579801587908436	0.06010125685580001	0.8068300851022701	0.8983409640173254
LOC103826648	26.393212448021874	18.993480829689364	1.389593233840831	0.1646524315407851	103826648	cytosolic phospholipase A2 epsilon-like	NA	LOC103826648	cytosolic phospholipase A2 epsilon-like	LOC103826648	103826648	0.21878583315298009	103826648	0.02923858470611795	-1.6127292707708054	0.0102829263297133	0.91936349884517	0.9605526734057231
LOC103826649	-0.8718737912228914	2.651900443499512	-0.32877319861689286	0.7423271223363349	103826649	RAB31, member RAS oncogene family	RAB31	RAB31	RAB31, member RAS oncogene family	RAB31	103826649	0.7904450232716247	103826649	0.44668214358547575	1.3596340503163002	9.893775278768073	0.0021773427529964175	0.03425112390365491
LOC103826651	-1.5655705350063287	1.1163647991643117	-1.4023825690117453	0.1608010357067373	103826651	EH domain containing 4	EHD4	EHD4	EH domain containing 4	EHD4	103826651	0.21474583935552805	103826651	-0.08598525179898435	9.07735138967347	2.277461893046277	0.13436339593399363	0.32844206276545057
LOC103826653	3.7916180133735957	4.042933885944847	0.9378382433002567	0.3483275442810564	103826653	acyl-coenzyme A thioesterase 1-like	NA	LOC103826653	acyl-coenzyme A thioesterase 1-like	LOC103826653	103826653	0.4181713560849801	103826653	-0.16174245343641314	-0.12142139120440033	0.5603615500512344	0.4558922913602297	0.6570613470967714
LOC103826654	-0.16564447493036696	6.964236041997285	-0.023785017327307804	0.9810240911104704	103826654	mitogen-activated protein kinase binding protein 1	MAPKBP1	MAPKBP1	mitogen-activated protein kinase binding protein 1	MAPKBP1	103826654	0.9856168724188729	103826654	0.05973365675064399	2.1008267380066896	0.7408203861612569	0.39142356928850985	0.6064728869541332
LOC103826655	-1.3333471952986622	1.007845695662457	-1.3229675941834063	0.18584615471576	103826655	NA	NA	MGA	MAX dimerization protein MGA	MGA	103826655	0.242164959279993	103826655	0.12285830610265144	7.975822700795878	3.7579663206973213	0.05532522480408618	0.19434164902214243
LOC103826657	-1.2892143373221587	2.7637419971728003	-0.46647420006678425	0.6408761107070603	103826657	TYRO3 protein tyrosine kinase	TYRO3	TYRO3	TYRO3 protein tyrosine kinase	TYRO3	103826657	0.7017684248442762	103826657	0.33737368319974803	1.2969272179274427	5.461307463487146	0.021411090000836436	0.11148589233158615
LOC103826658	-3.9310426889844092	1.724491508823681	-2.279537283234217	0.022635146304686465	103826658	RNA polymerase II associated protein 1	RPAP1	RPAP1	RNA polymerase II associated protein 1	RPAP1	103826658	0.06303132845119798	103826658	-0.014632012209200929	6.317980587021564	0.08932903374953821	0.7656410334225363	0.8741735907884274
LOC103826660	0.05647984498608578	1.4585654563306274	0.03872287304004472	0.9691113370346353	103826660	ralA binding protein 1	RALBP1	RALBP1	ralA binding protein 1	RALBP1	103826660	0.9765468217589987	103826660	-0.05387821406234291	6.365600327667928	0.9952571817024545	0.3208258046461899	0.5421946162757072
LOC103826661	-2.696769293885755	1.794509246408188	-1.5027892997951902	0.13289338606763393	103826661	RTF1 homolog, Paf1/RNA polymerase II complex component	RTF1	RTF1	RTF1 homolog, Paf1/RNA polymerase II complex component	RTF1	103826661	0.1853235761404105	103826661	-0.029926360422654796	7.058663548231493	0.5256269702391628	0.4701140471141365	0.6678152688017293
