entrezgene_id	ensembl_gene_id	wikigene_name	entrezgene_description	external_gene_name	gene_gff	description	gene_name	gene_tag	gene
103826100	NA	NA	NA	NA	SUCLG1	succinate-CoA ligase GDP/ADP-forming subunit alpha	SUCLG1	LOC103826100	103826100
103823105	NA	NA	NA	NA	CTNNA2	catenin alpha 2	CTNNA2	LOC103823105	103823105
103823121	NA	NA	NA	NA	LOC103823121	vasotocin-neurophysin VT	LOC103823121	LOC103823121	103823121
103823095	NA	NA	NA	NA	UBOX5	U-box domain containing 5	UBOX5	LOC103823095	103823095
103823094	NA	NA	NA	NA	FASTKD5	FAST kinase domains 5	FASTKD5	LOC103823094	103823094
103823092	NA	NA	NA	NA	DDRGK1	DDRGK domain containing 1	DDRGK1	LOC103823092	103823092
103823089	NA	NA	NA	NA	M1AP	meiosis 1 associated protein	M1AP	LOC103823089	103823089
103823118	NA	NA	NA	NA	DOK1	docking protein 1	DOK1	LOC103823118	103823118
103823114	NA	NA	NA	NA	AUP1	AUP1 lipid droplet regulating VLDL assembly factor	AUP1	LOC103823114	103823114
108963282	NA	NA	NA	NA	LOC108963282	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like	LOC108963282	LOC108963282	108963282
103823113	NA	NA	NA	NA	LOC103823113	dedicator of cytokinesis protein 2-like	LOC103823113	LOC103823113	103823113
108963283	NA	NA	NA	NA	LOC108963283	protein INSYN2B-like	LOC108963283	LOC108963283	108963283
103823112	NA	NA	NA	NA	DQX1	DEAQ-box RNA dependent ATPase 1	DQX1	LOC103823112	103823112
103823110	NA	NA	NA	NA	LOC103823110	interleukin-12 subunit beta-like	LOC103823110	LOC103823110	103823110
115485319	NA	NA	NA	NA	LOC115485319	alpha-internexin-like	LOC115485319	LOC115485319	115485319
103823109	NA	NA	NA	NA	TLX2	T cell leukemia homeobox 2	TLX2	LOC103823109	103823109
115485318	NA	NA	NA	NA	LBX2	ladybird homeobox 2	LBX2	LOC115485318	115485318
103823107	NA	NA	NA	NA	TTC31	tetratricopeptide repeat domain 31	TTC31	LOC103823107	103823107
127059564	NA	NA	NA	NA	CCDC142	coiled-coil domain containing 142	CCDC142	LOC127059564	127059564
127059582	NA	NA	NA	NA	MOGS	mannosyl-oligosaccharide glucosidase	MOGS	LOC127059582	127059582
127059583	NA	NA	NA	NA	WBP1	WW domain binding protein 1	WBP1	LOC127059583	127059583
103825581	NA	NA	NA	NA	INO80B	INO80 complex subunit B	INO80B	LOC103825581	103825581
115484915	NA	NA	NA	NA	RTKN	rhotekin	RTKN	LOC115484915	115484915
115484916	NA	NA	NA	NA	LOC115484916	drebrin-like	LOC115484916	LOC115484916	115484916
108964233	NA	NA	NA	NA	LOC108964233	rho-related BTB domain-containing protein 2-like	LOC108964233	LOC108964233	108964233
127059542	NA	NA	NA	NA	WDR54	WD repeat domain 54	WDR54	LOC127059542	127059542
127059541	NA	NA	NA	NA	C4H2orf81	chromosome 4 C2orf81 homolog	C4H2orf81	C4H2orf81	C4H2orf81
127059500	NA	NA	NA	NA	LOC127059500	retinol dehydrogenase 13-like	LOC127059500	LOC127059500	127059500
127059499	NA	NA	NA	NA	LOC127059499	uncharacterized LOC127059499	LOC127059499	LOC127059499	127059499
103824652	NA	NA	NA	NA	DCTN1	dynactin subunit 1	DCTN1	LOC103824652	103824652
103824651	NA	NA	NA	NA	NOP56	NOP56 ribonucleoprotein	NOP56	LOC103824651	103824651
103824650	NA	NA	NA	NA	IDH3B	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta	IDH3B	LOC103824650	103824650
115485316	NA	NA	NA	NA	VPS16	VPS16 core subunit of CORVET and HOPS complexes	VPS16	LOC115485316	115485316
127059508	NA	NA	NA	NA	NAT8	N-acetyltransferase 8 (putative)	NAT8	LOC127059508	127059508
103824649	NA	NA	NA	NA	LOC103824649	probable carboxypeptidase X1	LOC103824649	LOC103824649	103824649
103824648	NA	NA	NA	NA	LOC103824648	zinc finger protein 638	LOC103824648	LOC103824648	103824648
127059580	NA	NA	NA	NA	LOC127059580	inactive carboxypeptidase-like protein X2	LOC127059580	LOC127059580	127059580
127059581	NA	NA	NA	NA	LOC127059581	zinc finger protein 638-like	LOC127059581	LOC127059581	127059581
127059503	NA	NA	NA	NA	LOC127059503	uncharacterized LOC127059503	LOC127059503	LOC127059503	127059503
127059502	NA	NA	NA	NA	NAGK	N-acetylglucosamine kinase	NAGK	LOC127059502	127059502
108963641	NA	NA	NA	NA	ATP6V1B1	ATPase H+ transporting V1 subunit B1	ATP6V1B1	LOC108963641	108963641
127059501	NA	NA	NA	NA	VAX2	ventral anterior homeobox 2	VAX2	LOC127059501	127059501
103825000	NA	NA	NA	NA	SIGLEC1	sialic acid binding Ig like lectin 1	SIGLEC1	LOC103825000	103825000
103825317	NA	NA	NA	NA	HSPA12B	heat shock protein family A (Hsp70) member 12B	HSPA12B	LOC103825317	103825317
127059505	NA	NA	NA	NA	LOC127059505	uncharacterized LOC127059505	LOC127059505	LOC127059505	127059505
103825267	NA	NA	NA	NA	LOC103825267	transcription factor COE4-like	LOC103825267	LOC103825267	103825267
103824778	NA	NA	NA	NA	DYSF	dysferlin	DYSF	LOC103824778	103824778
127059506	NA	NA	NA	NA	LOC127059506	uncharacterized LOC127059506	LOC127059506	LOC127059506	127059506
103824129	NA	NA	NA	NA	LOC103824129	cytochrome P450 26B1	LOC103824129	LOC103824129	103824129
103824130	NA	NA	NA	NA	EXOC6B	exocyst complex component 6B	EXOC6B	LOC103824130	103824130
127059507	NA	NA	NA	NA	LOC127059507	uncharacterized LOC127059507	LOC127059507	LOC127059507	127059507
127059504	NA	NA	NA	NA	LOC127059504	uncharacterized LOC127059504	LOC127059504	LOC127059504	127059504
127059571	NA	NA	NA	NA	SPR	sepiapterin reductase	SPR	LOC127059571	127059571
103824794	NA	NA	NA	NA	LOC103824794	homeobox protein EMX1	LOC103824794	LOC103824794	103824794
103824746	NA	NA	NA	NA	RAB11FIP5	RAB11 family interacting protein 5	RAB11FIP5	LOC103824746	103824746
103824748	NA	NA	NA	NA	LOC103824748	homeobox protein not2	LOC103824748	LOC103824748	103824748
103824750	NA	NA	NA	NA	PRADC1	protease associated domain containing 1	PRADC1	LOC103824750	103824750
103824752	NA	NA	NA	NA	FBXO41	F-box protein 41	FBXO41	LOC103824752	103824752
127059537	NA	NA	NA	NA	EGR4	early growth response 4	EGR4	LOC127059537	127059537
103824845	NA	NA	NA	NA	ALMS1	ALMS1 centrosome and basal body associated protein	ALMS1	LOC103824845	103824845
127059597	NA	NA	NA	NA	LOC127059597	uncharacterized LOC127059597	LOC127059597	LOC127059597	127059597
103824605	NA	NA	NA	NA	ATRN	attractin	ATRN	LOC103824605	103824605
127059598	NA	NA	NA	NA	LOC127059598	uncharacterized LOC127059598	LOC127059598	LOC127059598	127059598
127059557	NA	NA	NA	NA	LOC127059557	uncharacterized LOC127059557	LOC127059557	LOC127059557	127059557
127059069	NA	NA	NA	NA	VGLL1	vestigial like family member 1	VGLL1	LOC127059069	127059069
103816588	NA	NA	NA	NA	ZIC3	Zic family member 3	ZIC3	LOC103816588	103816588
108962061	NA	NA	NA	NA	LOC108962061	uncharacterized LOC108962061	LOC108962061	LOC108962061	108962061
127059611	NA	NA	NA	NA	LOC127059611	uncharacterized LOC127059611	LOC127059611	LOC127059611	127059611
127059615	NA	NA	NA	NA	LOC127059615	uncharacterized LOC127059615	LOC127059615	LOC127059615	127059615
115484201	NA	NA	NA	NA	ARL13A	ADP ribosylation factor like GTPase 13A	ARL13A	LOC115484201	115484201
103816585	NA	NA	NA	NA	XKRX	XK related X-linked	XKRX	LOC103816585	103816585
103816584	NA	NA	NA	NA	TRMT12	tRNA methyltransferase 12 homolog	TRMT12	LOC103816584	103816584
103816582	NA	NA	NA	NA	SRPX2	sushi repeat containing protein X-linked 2	SRPX2	LOC103816582	103816582
103816439	NA	NA	NA	NA	TBX22	T-box transcription factor 22	TBX22	LOC103816439	103816439
103816572	NA	NA	NA	NA	CHMP1B	charged multivesicular body protein 1B	CHMP1B	LOC103816572	103816572
103816440	NA	NA	NA	NA	TENT5D	terminal nucleotidyltransferase 5D	TENT5D	TENT5D	TENT5D
108962065	NA	NA	NA	NA	LOC108962065	syntaxin-1B-like	LOC108962065	LOC108962065	108962065
108962056	NA	NA	NA	NA	LOC108962056	uncharacterized LOC108962056	LOC108962056	LOC108962056	108962056
103816441	NA	NA	NA	NA	HMGN5	high mobility group nucleosome binding domain 5	HMGN5	LOC103816441	103816441
115484199	NA	NA	NA	NA	LOC115484199	uncharacterized LOC115484199	LOC115484199	LOC115484199	115484199
127059610	NA	NA	NA	NA	POU3F4	POU class 3 homeobox 4	POU3F4	LOC127059610	127059610
127059619	NA	NA	NA	NA	LOC127059619	uncharacterized LOC127059619	LOC127059619	LOC127059619	127059619
103816446	NA	NA	NA	NA	RPS6KA6	ribosomal protein S6 kinase A6	RPS6KA6	LOC103816446	103816446
103816577	NA	NA	NA	NA	POF1B	POF1B actin binding protein	POF1B	LOC103816577	103816577
103816579	NA	NA	NA	NA	CHM	CHM Rab escort protein	CHM	LOC103816579	103816579
127059626	NA	NA	NA	NA	LOC127059626	uncharacterized LOC127059626	LOC127059626	LOC127059626	127059626
103816452	NA	NA	NA	NA	DIAPH2	diaphanous related formin 2	DIAPH2	LOC103816452	103816452
127059603	NA	NA	NA	NA	LOC127059603	uncharacterized LOC127059603	LOC127059603	LOC127059603	127059603
127059602	NA	NA	NA	NA	LOC127059602	uncharacterized LOC127059602	LOC127059602	LOC127059602	127059602
108962074	NA	NA	NA	NA	LOC108962074	uncharacterized LOC108962074	LOC108962074	LOC108962074	108962074
127059604	NA	NA	NA	NA	LOC127059604	uncharacterized LOC127059604	LOC127059604	LOC127059604	127059604
103816566	NA	NA	NA	NA	CYSLTR1	cysteinyl leukotriene receptor 1	CYSLTR1	LOC103816566	103816566
103816435	NA	NA	NA	NA	KIF4A	kinesin family member 4A	KIF4A	LOC103816435	103816435
103816434	NA	NA	NA	NA	PDZD11	PDZ domain containing 11	PDZD11	LOC103816434	103816434
103816431	NA	NA	NA	NA	ARR3	arrestin 3	ARR3	LOC103816431	103816431
103816565	NA	NA	NA	NA	LOC103816565	phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2-like	LOC103816565	LOC103816565	103816565
103816563	NA	NA	NA	NA	LOC103816563	transforming growth factor beta activator LRRC32-like	LOC103816563	LOC103816563	103816563
103816427	NA	NA	NA	NA	EDA	ectodysplasin A	EDA	LOC103816427	103816427
103816562	NA	NA	NA	NA	NALF2	NALCN channel auxiliary factor 2	NALF2	NALF2	NALF2
108962070	NA	NA	NA	NA	LOC108962070	uncharacterized LOC108962070	LOC108962070	LOC108962070	108962070
103816424	NA	NA	NA	NA	YIPF6	Yip1 domain family member 6	YIPF6	LOC103816424	103816424
103816561	NA	NA	NA	NA	OPHN1	oligophrenin 1	OPHN1	LOC103816561	103816561
103816560	NA	NA	NA	NA	AR	androgen receptor	AR	LOC103816560	103816560
103816559	NA	NA	NA	NA	EDA2R	ectodysplasin A2 receptor	EDA2R	LOC103816559	103816559
103816420	NA	NA	NA	NA	LOC103816420	heat shock factor protein 3-like	LOC103816420	LOC103816420	103816420
108962064	NA	NA	NA	NA	LOC108962064	V-set and immunoglobulin domain-containing protein 4-like	LOC108962064	LOC108962064	108962064
103824499	NA	NA	NA	NA	MAP7D3	MAP7 domain containing 3	MAP7D3	LOC103824499	103824499
115484208	NA	NA	NA	NA	LOC115484208	uncharacterized LOC115484208	LOC115484208	LOC115484208	115484208
103824492	NA	NA	NA	NA	HPRT1	hypoxanthine phosphoribosyltransferase 1	HPRT1	LOC103824492	103824492
103816554	NA	NA	NA	NA	GPC3	glypican 3	GPC3	LOC103816554	103816554
127059632	NA	NA	NA	NA	LOC127059632	uncharacterized LOC127059632	LOC127059632	LOC127059632	127059632
127059633	NA	NA	NA	NA	LOC127059633	uncharacterized LOC127059633	LOC127059633	LOC127059633	127059633
103816553	NA	NA	NA	NA	HS6ST2	heparan sulfate 6-O-sulfotransferase 2	HS6ST2	LOC103816553	103816553
103816552	NA	NA	NA	NA	RAP2C	RAP2C, member of RAS oncogene family	RAP2C	LOC103816552	103816552
103816551	NA	NA	NA	NA	FRMD7	FERM domain containing 7	FRMD7	LOC103816551	103816551
103816550	NA	NA	NA	NA	STK26	serine/threonine kinase 26	STK26	LOC103816550	103816550
127059614	NA	NA	NA	NA	LOC127059614	uncharacterized LOC127059614	LOC127059614	LOC127059614	127059614
103816548	NA	NA	NA	NA	LOC103816548	nyctalopin-like	LOC103816548	LOC103816548	103816548
115484200	NA	NA	NA	NA	LOC115484200	uncharacterized LOC115484200	LOC115484200	LOC115484200	115484200
103816544	NA	NA	NA	NA	DOCK11	dedicator of cytokinesis 11	DOCK11	LOC103816544	103816544
103816406	NA	NA	NA	NA	NRK	Nik related kinase	NRK	LOC103816406	103816406
108962051	NA	NA	NA	NA	LOC108962051	homeobox protein ARX-like	LOC108962051	LOC108962051	108962051
103816538	NA	NA	NA	NA	LONRF3	LON peptidase N-terminal domain and ring finger 3	LONRF3	LOC103816538	103816538
115484193	NA	NA	NA	NA	PGRMC1	progesterone receptor membrane component 1	PGRMC1	LOC115484193	115484193
108962050	NA	NA	NA	NA	LOC108962050	A-kinase anchor protein 17B	LOC108962050	LOC108962050	108962050
103816532	NA	NA	NA	NA	SLC25A5	solute carrier family 25 member 5	SLC25A5	LOC103816532	103816532
103816402	NA	NA	NA	NA	UBE2A	ubiquitin conjugating enzyme E2 A	UBE2A	LOC103816402	103816402
103816400	NA	NA	NA	NA	SEPTIN6	septin 6	SEPTIN6	SEPTIN6	SEPTIN6
103816531	NA	NA	NA	NA	RPL39	ribosomal protein L39	RPL39	LOC103816531	103816531
103816529	NA	NA	NA	NA	NKAP	NFKB activating protein	NKAP	LOC103816529	103816529
103816528	NA	NA	NA	NA	TMEM255A	transmembrane protein 255A	TMEM255A	LOC103816528	103816528
103816393	NA	NA	NA	NA	LAMP2	lysosomal associated membrane protein 2	LAMP2	LOC103816393	103816393
127059622	NA	NA	NA	NA	LOC127059622	uncharacterized LOC127059622	LOC127059622	LOC127059622	127059622
103816390	NA	NA	NA	NA	C1GALT1C1	C1GALT1 specific chaperone 1	C1GALT1C1	LOC103816390	103816390
103816527	NA	NA	NA	NA	THOC2	THO complex subunit 2	THOC2	LOC103816527	103816527
127059628	NA	NA	NA	NA	LOC127059628	collagen alpha-1(I) chain-like	LOC127059628	LOC127059628	127059628
103816526	NA	NA	NA	NA	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	SMARCA1	LOC103816526	103816526
127059605	NA	NA	NA	NA	LOC127059605	uncharacterized LOC127059605	LOC127059605	LOC127059605	127059605
103816525	NA	NA	NA	NA	RAB39B	RAB39B, member RAS oncogene family	RAB39B	LOC103816525	103816525
103816378	NA	NA	NA	NA	VSIG1	V-set and immunoglobulin domain containing 1	VSIG1	LOC103816378	103816378
103816524	NA	NA	NA	NA	ATG4A	autophagy related 4A cysteine peptidase	ATG4A	LOC103816524	103816524
103816521	NA	NA	NA	NA	COL4A5	collagen type IV alpha 5 chain	COL4A5	LOC103816521	103816521
127059607	NA	NA	NA	NA	LOC127059607	uncharacterized LOC127059607	LOC127059607	LOC127059607	127059607
115484194	NA	NA	NA	NA	LOC115484194	uncharacterized LOC115484194	LOC115484194	LOC115484194	115484194
103816518	NA	NA	NA	NA	RNF128	ring finger protein 128	RNF128	LOC103816518	103816518
103816367	NA	NA	NA	NA	PASD1	PAS domain containing repressor 1	PASD1	LOC103816367	103816367
127059620	NA	NA	NA	NA	LOC127059620	uncharacterized LOC127059620	LOC127059620	LOC127059620	127059620
103816517	NA	NA	NA	NA	GPR50	G protein-coupled receptor 50	GPR50	LOC103816517	103816517
103816516	NA	NA	NA	NA	CD99L2	CD99 molecule like 2	CD99L2	LOC103816516	103816516
103816364	NA	NA	NA	NA	MTMR1	myotubularin related protein 1	MTMR1	LOC103816364	103816364
103816514	NA	NA	NA	NA	AFF2	ALF transcription elongation factor 2	AFF2	LOC103816514	103816514
103816357	NA	NA	NA	NA	LOC103816357	testis-specific serine/threonine-protein kinase 2-like	LOC103816357	LOC103816357	103816357
127059624	NA	NA	NA	NA	LOC127059624	uncharacterized LOC127059624	LOC127059624	LOC127059624	127059624
127059616	NA	NA	NA	NA	LOC127059616	uncharacterized LOC127059616	LOC127059616	LOC127059616	127059616
127059612	NA	NA	NA	NA	LOC127059612	uncharacterized LOC127059612	LOC127059612	LOC127059612	127059612
103816354	NA	NA	NA	NA	LOC103816354	leucine-rich repeat and calponin homology domain-containing protein 2-like	LOC103816354	LOC103816354	103816354
103816513	NA	NA	NA	NA	LOC103816513	UAP56-interacting factor-like	LOC103816513	LOC103816513	103816513
103816511	NA	NA	NA	NA	LOC103816511	leucine-rich repeat and calponin homology domain-containing protein 2	LOC103816511	LOC103816511	103816511
103816352	NA	NA	NA	NA	HTR2C	5-hydroxytryptamine receptor 2C	HTR2C	LOC103816352	103816352
103824213	NA	NA	NA	NA	DLG3	discs large MAGUK scaffold protein 3	DLG3	LOC103824213	103824213
103824245	NA	NA	NA	NA	TEX11	testis expressed 11	TEX11	LOC103824245	103824245
127059623	NA	NA	NA	NA	LOC127059623	uncharacterized LOC127059623	LOC127059623	LOC127059623	127059623
127059621	NA	NA	NA	NA	LOC127059621	uncharacterized LOC127059621	LOC127059621	LOC127059621	127059621
103824244	NA	NA	NA	NA	SNX12	sorting nexin 12	SNX12	LOC103824244	103824244
103824224	NA	NA	NA	NA	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase	OGT	LOC103824224	103824224
103824253	NA	NA	NA	NA	BRCC3	BRCA1/BRCA2-containing complex subunit 3	BRCC3	LOC103824253	103824253
103824227	NA	NA	NA	NA	MPP1	MAGUK p55 scaffold protein 1	MPP1	LOC103824227	103824227
103824256	NA	NA	NA	NA	DKC1	dyskerin pseudouridine synthase 1	DKC1	LOC103824256	103824256
127059627	NA	NA	NA	NA	F8A1	coagulation factor VIII associated 1	F8A1	LOC127059627	127059627
103824259	NA	NA	NA	NA	LOC103824259	aryl-hydrocarbon-interacting protein-like 1	LOC103824259	LOC103824259	103824259
103824260	NA	NA	NA	NA	LOC103824260	magnesium transporter NIPA2-like	LOC103824260	LOC103824260	103824260
103824261	NA	NA	NA	NA	TIMM8A	translocase of inner mitochondrial membrane 8A	TIMM8A	LOC103824261	103824261
103824234	NA	NA	NA	NA	LOC103824234	glycine receptor subunit alpha-4	LOC103824234	LOC103824234	103824234
103824237	NA	NA	NA	NA	PRPS1	phosphoribosyl pyrophosphate synthetase 1	PRPS1	LOC103824237	103824237
103824239	NA	NA	NA	NA	DNAAF6	dynein axonemal assembly factor 6	DNAAF6	DNAAF6	DNAAF6
103824266	NA	NA	NA	NA	LOC103824266	nuclear pore glycoprotein p62-like	LOC103824266	LOC103824266	103824266
103824241	NA	NA	NA	NA	CLDN2	claudin 2	CLDN2	LOC103824241	103824241
103824267	NA	NA	NA	NA	RIPPLY1	ripply transcriptional repressor 1	RIPPLY1	LOC103824267	103824267
103824268	NA	NA	NA	NA	PRRG3	proline rich and Gla domain 3	PRRG3	LOC103824268	103824268
103824269	NA	NA	NA	NA	CNGA2	cyclic nucleotide gated channel subunit alpha 2	CNGA2	LOC103824269	103824269
103824270	NA	NA	NA	NA	LOC103824270	zona pellucida sperm-binding protein 3-like	LOC103824270	LOC103824270	103824270
103824271	NA	NA	NA	NA	LOC103824271	gamma-aminobutyric acid receptor subunit gamma-4	LOC103824271	LOC103824271	103824271
103824243	NA	NA	NA	NA	LOC103824243	gamma-aminobutyric acid receptor subunit alpha-3	LOC103824243	LOC103824243	103824243
103816509	NA	NA	NA	NA	LOC103816509	transcription factor SOX-3-like	LOC103816509	LOC103816509	103816509
127059613	NA	NA	NA	NA	LOC127059613	uncharacterized LOC127059613	LOC127059613	LOC127059613	127059613
103816508	NA	NA	NA	NA	LOC103816508	serine/threonine-protein kinase PAK 3-like	LOC103816508	LOC103816508	103816508
108962043	NA	NA	NA	NA	SERTM2	serine rich and transmembrane domain containing 2	SERTM2	LOC108962043	108962043
103816507	NA	NA	NA	NA	ALG13	ALG13 UDP-N-acetylglucosaminyltransferase subunit	ALG13	LOC103816507	103816507
103816506	NA	NA	NA	NA	FGF16	fibroblast growth factor 16	FGF16	LOC103816506	103816506
103816340	NA	NA	NA	NA	ZDHHC15	zinc finger DHHC-type palmitoyltransferase 15	ZDHHC15	LOC103816340	103816340
103816339	NA	NA	NA	NA	UPRT	uracil phosphoribosyltransferase homolog	UPRT	LOC103816339	103816339
103816337	NA	NA	NA	NA	ABCB7	ATP binding cassette subfamily B member 7	ABCB7	LOC103816337	103816337
127059599	NA	NA	NA	NA	LOC127059599	uncharacterized LOC127059599	LOC127059599	LOC127059599	127059599
103816505	NA	NA	NA	NA	SLC16A2	solute carrier family 16 member 2	SLC16A2	LOC103816505	103816505
108962042	NA	NA	NA	NA	LOC108962042	uncharacterized LOC108962042	LOC108962042	LOC108962042	108962042
103816504	NA	NA	NA	NA	LOC103816504	actin-binding protein WASF3-like	LOC103816504	LOC103816504	103816504
103816502	NA	NA	NA	NA	LOC103816502	pre-mRNA 3'-end-processing factor FIP1-like	LOC103816502	LOC103816502	103816502
103816500	NA	NA	NA	NA	CHIC1	cysteine rich hydrophobic domain 1	CHIC1	LOC103816500	103816500
103816498	NA	NA	NA	NA	LOC103816498	vascular endothelial growth factor receptor kdr-like	LOC103816498	LOC103816498	103816498
103816496	NA	NA	NA	NA	ASB12	ankyrin repeat and SOCS box containing 12	ASB12	LOC103816496	103816496
108962041	NA	NA	NA	NA	LOC108962041	uncharacterized LOC108962041	LOC108962041	LOC108962041	108962041
127059601	NA	NA	NA	NA	LOC127059601	uncharacterized LOC127059601	LOC127059601	LOC127059601	127059601
103816494	NA	NA	NA	NA	LOC103816494	ras-related GTP-binding protein A	LOC103816494	LOC103816494	103816494
115484205	NA	NA	NA	NA	KLF8	KLF transcription factor 8	KLF8	LOC115484205	115484205
127059629	NA	NA	NA	NA	LOC127059629	uncharacterized LOC127059629	LOC127059629	LOC127059629	127059629
103816326	NA	NA	NA	NA	LOC103816326	BTB/POZ domain-containing protein KCTD12-like	LOC103816326	LOC103816326	103816326
103816493	NA	NA	NA	NA	LOC103816493	exocyst complex component 1-like	LOC103816493	LOC103816493	103816493
103816324	NA	NA	NA	NA	LOC103816324	cis-aconitate decarboxylase-like	LOC103816324	LOC103816324	103816324
127059606	NA	NA	NA	NA	LOC127059606	uncharacterized LOC127059606	LOC127059606	LOC127059606	127059606
127059630	NA	NA	NA	NA	LOC127059630	threonylcarbamoyl-AMP synthase-like	LOC127059630	LOC127059630	127059630
103816488	NA	NA	NA	NA	LOC103816488	DNA-directed RNA polymerases I and III subunit RPAC2-like	LOC103816488	LOC103816488	103816488
103816487	NA	NA	NA	NA	LOC103816487	endothelin receptor type B-like	LOC103816487	LOC103816487	103816487
103816486	NA	NA	NA	NA	LOC103816486	brain-specific homeobox/POU domain protein 3	LOC103816486	LOC103816486	103816486
103816315	NA	NA	NA	NA	LOC103816315	hemicentin-1-like	LOC103816315	LOC103816315	103816315
108962037	NA	NA	NA	NA	LOC108962037	HEPACAM family member 2-like	LOC108962037	LOC108962037	108962037
103816308	NA	NA	NA	NA	SLC25A14	solute carrier family 25 member 14	SLC25A14	LOC103816308	103816308
