task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
3000	a3/137edc	48336	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES72_Blue-039_Control-lipid_21)	COMPLETED	0	2022-07-17 21:14:45.369	574ms	0ms	100.8%	3.2 MB	12.2 MB	1.4 MB	91 KB
3005	a4/1c84d3	48506	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES86_orange-24_Control-protein_14)	COMPLETED	0	2022-07-17 21:14:45.951	18.4s	18s	164.9%	3.7 MB	209.7 MB	1.8 GB	5.5 KB
2994	15/97b534	43810	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES72_Blue-039_Control-lipid_21)	COMPLETED	0	2022-07-17 21:13:50.254	1m 17s	1m 17s	138.8%	4.6 MB	211.3 MB	2.1 GB	225.3 KB
3009	c5/de5c2b	50298	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES86_orange-24_Control-protein_14)	COMPLETED	0	2022-07-17 21:15:07.434	696ms	0ms	96.3%	1.6 MB	5.4 MB	1.4 MB	91 KB
3013	e9/4bd1d1	50519	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES68_Blue-037_MG-protein_14)	COMPLETED	0	2022-07-17 21:15:08.138	561ms	0ms	100.0%	1.6 MB	5.4 MB	1.4 MB	90.8 KB
3002	f1/c847cd	46786	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES86_orange-24_Control-protein_14)	COMPLETED	0	2022-07-17 21:14:23.172	1m 3s	1m 2s	139.6%	4.6 MB	211.1 MB	1.8 GB	223.9 KB
3017	58/8e3c7e	52542	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES77_Blue-043_MG-lipid_14)	COMPLETED	0	2022-07-17 21:15:25.830	728ms	0ms	100.9%	3.5 MB	12.7 MB	1.4 MB	91.1 KB
3010	05/1be18a	50792	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES68_Blue-037_MG-protein_14)	COMPLETED	0	2022-07-17 21:15:08.704	20.1s	20s	165.0%	3.7 MB	209.7 MB	2 GB	5.5 KB
3012	9a/6b2164	52944	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES78_Blue-043_MG-lipid_21)	COMPLETED	0	2022-07-17 21:15:28.763	617ms	0ms	78.3%	3 MB	12.1 MB	1.5 MB	91.3 KB
3019	b9/5d2bbd	52710	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES77_Blue-043_MG-lipid_14)	COMPLETED	0	2022-07-17 21:15:26.562	24s	24s	165.4%	3.7 MB	209.7 MB	2.4 GB	5.5 KB
3092	85/02e906	55160	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES45_Blue-015_MG-lipid_14)	COMPLETED	0	2022-07-17 21:15:50.586	574ms	0ms	93.5%	1.6 MB	5.4 MB	1.4 MB	91.2 KB
3022	7a/330510	55428	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES91_Blue-049_Control-protein_21)	COMPLETED	0	2022-07-17 21:15:51.165	21s	21s	169.7%	3.7 MB	209.7 MB	2.1 GB	5.5 KB
3006	6d/ddd17c	49962	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES68_Blue-037_MG-protein_14)	COMPLETED	0	2022-07-17 21:15:04.351	1m 9s	1m 9s	141.5%	4.7 MB	211.1 MB	2 GB	225.4 KB
3007	14/c946cc	56843	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES78_Blue-043_MG-lipid_21)	COMPLETED	0	2022-07-17 21:16:12.216	24.5s	24s	168.1%	3.8 MB	209.7 MB	2.6 GB	5.5 KB
3020	b2/ddb977	59136	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES91_Blue-049_Control-protein_21)	COMPLETED	0	2022-07-17 21:16:36.773	1.1s	0ms	101.7%	1.6 MB	5.4 MB	1.4 MB	91 KB
3003	1e/3581bf	53163	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES78_Blue-043_MG-lipid_21)	COMPLETED	0	2022-07-17 21:15:29.386	1m 29s	1m 29s	138.4%	4.7 MB	211.1 MB	2.6 GB	226.3 KB
3023	e3/d7a8c4	60903	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES51_Blue-024_Control-protein_21)	COMPLETED	0	2022-07-17 21:16:58.564	18.9s	19s	171.1%	3.7 MB	209.7 MB	1.9 GB	5.5 KB
3025	db/af5343	62363	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES51_Blue-024_Control-protein_21)	COMPLETED	0	2022-07-17 21:17:17.479	654ms	0ms	100.6%	1.6 MB	5.4 MB	1.4 MB	90.9 KB
3021	44/cf16f4	57066	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES77_Blue-043_MG-lipid_14)	COMPLETED	0	2022-07-17 21:16:13.222	1m 22s	1m 21s	139.2%	4.6 MB	211.3 MB	2.4 GB	225.6 KB
3027	a6/2c8ab2	62531	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES83_SEM19-1481_MG-lipid_0)	COMPLETED	0	2022-07-17 21:17:18.139	23s	22s	169.4%	3.8 MB	209.7 MB	2.3 GB	5.5 KB
2998	a3/750fdd	64656	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES39_LD19-239_MG-lipid_14)	COMPLETED	0	2022-07-17 21:17:41.108	723ms	0ms	72.5%	2.7 MB	11.7 MB	1.4 MB	91.1 KB
3024	21/6cb84e	59303	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES91_Blue-049_Control-protein_21)	COMPLETED	0	2022-07-17 21:16:37.907	1m 12s	1m 11s	139.5%	4.7 MB	211.1 MB	2.1 GB	224.9 KB
3029	95/047bdb	63994	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES87_orange-24_Control-protein_21)	COMPLETED	0	2022-07-17 21:17:35.185	21.7s	21s	170.8%	3.7 MB	209.7 MB	2.2 GB	5.5 KB
2991	b4/f9ae14	64825	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES39_LD19-239_MG-lipid_14)	COMPLETED	0	2022-07-17 21:17:41.837	23.4s	22s	169.2%	3.8 MB	209.7 MB	2.3 GB	5.5 KB
2976	55/eb8d0a	67710	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES58_Blue-032_MG-protein_0)	COMPLETED	0	2022-07-17 21:18:05.859	871ms	0ms	64.7%	2.7 MB	11.7 MB	1.5 MB	91.3 KB
2964	77/0807e0	67984	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES58_Blue-032_MG-protein_0)	COMPLETED	0	2022-07-17 21:18:06.735	23.5s	23s	167.5%	3.8 MB	209.7 MB	2.5 GB	5.5 KB
3026	d5/c5703e	66691	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES51_Blue-024_Control-protein_21)	COMPLETED	0	2022-07-17 21:17:56.939	1m 4s	1m 3s	137.9%	4.5 MB	211.1 MB	1.9 GB	224.5 KB
2988	59/41c722	71784	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES59_Blue-032_MG-protein_14)	COMPLETED	0	2022-07-17 21:19:00.956	793ms	0ms	69.6%	2.7 MB	11.7 MB	1.4 MB	91.2 KB
2990	18/f91a5c	65756	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES39_LD19-239_MG-lipid_14)	COMPLETED	0	2022-07-17 21:17:50.161	1m 19s	1m 19s	138.0%	4.7 MB	211.1 MB	2.3 GB	225.5 KB
3028	fd/dac8dc	72833	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES83_SEM19-1481_MG-lipid_0)	COMPLETED	0	2022-07-17 21:19:09.391	553ms	0ms	100.3%	1.6 MB	5.4 MB	1.4 MB	91.1 KB
2986	00/b7c504	73055	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES59_Blue-032_MG-protein_14)	COMPLETED	0	2022-07-17 21:19:09.953	22.8s	22s	163.5%	3.8 MB	209.7 MB	2.3 GB	5.5 KB
2977	02/f57459	69779	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES58_Blue-032_MG-protein_0)	COMPLETED	0	2022-07-17 21:18:30.243	1m 24s	1m 23s	136.3%	4.6 MB	211.1 MB	2.5 GB	226.3 KB
3016	e4/2f415a	76497	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES61_Blue-035_MG-protein_0)	COMPLETED	0	2022-07-17 21:19:53.807	674ms	0ms	59.1%	2.7 MB	11.7 MB	1.4 MB	91.1 KB
2999	8f/994fdf	76719	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES48_Blue-45_MG-protein_14)	COMPLETED	0	2022-07-17 21:19:54.487	691ms	1s	80.3%	3.2 MB	12.1 MB	1.4 MB	91 KB
2982	d6/70af75	71953	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES59_Blue-032_MG-protein_14)	COMPLETED	0	2022-07-17 21:19:01.756	1m 21s	1m 20s	136.7%	4.6 MB	211.1 MB	2.3 GB	226.1 KB
2993	de/5319b3	78784	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES48_Blue-45_MG-protein_14)	COMPLETED	0	2022-07-17 21:20:22.373	22.7s	22s	163.4%	3.7 MB	209.7 MB	2.3 GB	5.5 KB
3004	7b/127c70	80359	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES47_Blue-45_MG-protein_0)	COMPLETED	0	2022-07-17 21:20:45.122	642ms	0ms	62.5%	2.7 MB	11.8 MB	1.4 MB	91.1 KB
3032	c6/da5426	74844	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES83_SEM19-1481_MG-lipid_0)	COMPLETED	0	2022-07-17 21:19:32.748	1m 20s	1m 20s	136.6%	4.6 MB	211.3 MB	2.3 GB	225.6 KB
3001	27/4f58d8	80527	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES47_Blue-45_MG-protein_0)	COMPLETED	0	2022-07-17 21:20:45.772	21.8s	21s	164.1%	3.7 MB	209.7 MB	2.2 GB	5.5 KB
2992	c5/d14dac	76886	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES48_Blue-45_MG-protein_14)	COMPLETED	0	2022-07-17 21:19:55.185	1m 18s	1m 17s	138.0%	4.7 MB	211.1 MB	2.3 GB	225.5 KB
3039	6d/6a792b	82692	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES7_SEM19-1354_Control-protein_14)	COMPLETED	0	2022-07-17 21:21:07.592	21.6s	21s	170.4%	3.7 MB	209.7 MB	2.2 GB	5.5 KB
3041	7e/9f6d24	83274	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES92_SEM19-76_MG-lipid_0)	COMPLETED	0	2022-07-17 21:21:12.705	24.5s	25s	166.9%	3.7 MB	209.7 MB	2.4 GB	5.5 KB
2995	6d/af079f	81405	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES47_Blue-45_MG-protein_0)	COMPLETED	0	2022-07-17 21:20:53.111	1m 14s	1m 13s	138.4%	4.7 MB	211.3 MB	2.2 GB	225 KB
3036	ca/f7b444	87806	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES69_Blue-037_MG-protein_21)	COMPLETED	0	2022-07-17 21:22:06.972	688ms	0ms	71.5%	2.7 MB	11.7 MB	1.4 MB	91 KB
3030	92/6868d1	87974	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES69_Blue-037_MG-protein_21)	COMPLETED	0	2022-07-17 21:22:07.667	20.1s	19s	165.3%	3.7 MB	209.7 MB	2.1 GB	5.5 KB
3046	6b/ac3932	84892	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES7_SEM19-1354_Control-protein_14)	COMPLETED	0	2022-07-17 21:21:29.210	1m 13s	1m 12s	137.5%	4.6 MB	211.3 MB	2.2 GB	224.9 KB
3047	e1/827f2e	85672	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES92_SEM19-76_MG-lipid_0)	COMPLETED	0	2022-07-17 21:21:37.245	1m 23s	1m 22s	137.7%	4.7 MB	211.3 MB	2.4 GB	225.5 KB
3051	b2/2df034	92295	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES7_SEM19-1354_Control-protein_14)	COMPLETED	0	2022-07-17 21:23:00.151	508ms	0ms	105.3%	1.6 MB	5.4 MB	1.4 MB	91.1 KB
3052	67/abbcb2	92492	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES92_SEM19-76_MG-lipid_0)	COMPLETED	0	2022-07-17 21:23:00.664	642ms	0ms	99.1%	1.6 MB	5.4 MB	1.4 MB	91 KB
3115	7a/cc9adc	92659	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES41_Blue-013_Control-protein_0)	COMPLETED	0	2022-07-17 21:23:01.312	540ms	0ms	83.1%	1.6 MB	5.4 MB	1.6 MB	91.1 KB
3045	64/bdeb05	90809	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES85_orange-24_Control-protein_0)	COMPLETED	0	2022-07-17 21:22:42.042	22.5s	22s	163.2%	3.7 MB	209.7 MB	2.2 GB	5.5 KB
3042	58/9cedad	93213	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES3_48_Control-lipid_21)	COMPLETED	0	2022-07-17 21:23:04.518	592ms	1s	82.3%	3 MB	12.1 MB	1.4 MB	90.9 KB
3033	e5/f8cef7	93429	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES3_48_Control-lipid_21)	COMPLETED	0	2022-07-17 21:23:05.117	20.8s	20s	162.7%	3.7 MB	209.7 MB	2.1 GB	5.5 KB
3038	d8/48281d	89574	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES69_Blue-037_MG-protein_21)	COMPLETED	0	2022-07-17 21:22:27.780	1m 10s	1m 9s	137.4%	4.7 MB	211.1 MB	2.1 GB	225.6 KB
3049	5e/b68030	96374	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES5_164_Control-protein_14)	COMPLETED	0	2022-07-17 21:23:37.739	20.9s	20s	162.2%	3.7 MB	209.7 MB	2.1 GB	5.5 KB
3050	e9/4aa241	92828	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES85_orange-24_Control-protein_0)	COMPLETED	0	2022-07-17 21:23:01.859	1m 18s	1m 17s	136.8%	4.6 MB	211.1 MB	2.2 GB	225.1 KB
3055	3f/25ed54	97965	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES8_SEM19-1354_Control-protein_21)	COMPLETED	0	2022-07-17 21:23:58.650	22.2s	22s	165.6%	3.7 MB	209.7 MB	2.3 GB	5.5 KB
3056	cd/f40a64	99648	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES85_orange-24_Control-protein_0)	COMPLETED	0	2022-07-17 21:24:20.815	666ms	0ms	104.5%	1.6 MB	5.4 MB	1.4 MB	91.2 KB
3043	84/4c583f	95345	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES3_48_Control-lipid_21)	COMPLETED	0	2022-07-17 21:23:25.957	1m 12s	1m 11s	137.4%	4.6 MB	211.3 MB	2.1 GB	225.4 KB
3059	dc/03f9df	101601	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES5_164_Control-protein_14)	COMPLETED	0	2022-07-17 21:24:37.582	593ms	1s	100.6%	1.6 MB	5.4 MB	1.4 MB	91 KB
3057	88/3dd684	99424	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES98_SEM19-107_MG-protein_14)	COMPLETED	0	2022-07-17 21:24:19.610	28.1s	28s	167.7%	3.7 MB	209.7 MB	2.9 GB	5.5 KB
3061	c7/189d5e	102758	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES8_SEM19-1354_Control-protein_21)	COMPLETED	0	2022-07-17 21:24:47.750	794ms	0ms	99.3%	1.6 MB	5.4 MB	1.4 MB	91.2 KB
3063	32/160e84	103032	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES98_SEM19-107_MG-protein_14)	COMPLETED	0	2022-07-17 21:24:48.552	681ms	1s	105.1%	6.3 MB	15.2 MB	1.5 MB	91.3 KB
3054	9c/ea283a	99869	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES5_164_Control-protein_14)	COMPLETED	0	2022-07-17 21:24:21.487	1m 12s	1m 11s	138.4%	4.7 MB	211.1 MB	2.1 GB	224.9 KB
3060	19/285eec	101824	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES8_SEM19-1354_Control-protein_21)	COMPLETED	0	2022-07-17 21:24:38.183	1m 20s	1m 19s	137.0%	4.7 MB	211.1 MB	2.3 GB	225.1 KB
3058	26/9ddf71	105900	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES74_Blue-042_MG-protein_14)	COMPLETED	0	2022-07-17 21:25:33.047	25.9s	25s	161.1%	3.8 MB	209.7 MB	2.5 GB	5.5 KB
2048	54/2819c1	220392	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (ES74_Blue-042_MG-protein_14)	COMPLETED	0	2022-07-17 20:58:01.664	28m 26s	28m 24s	103.3%	1.2 MB	11 MB	26.9 GB	24.1 GB
3062	7e/a347ee	103198	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES98_SEM19-107_MG-protein_14)	COMPLETED	0	2022-07-17 21:24:49.241	1m 40s	1m 39s	135.3%	4.7 MB	211.1 MB	2.9 GB	227.6 KB
3037	9c/aca754	110463	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES66_617_Control-protein_14)	COMPLETED	0	2022-07-17 21:26:29.000	771ms	0ms	55.9%	2.4 MB	11.6 MB	1.4 MB	91 KB
2089	72/4328a0	110314	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (ES27_619_MG-lipid_21)	COMPLETED	0	2022-07-17 21:26:28.086	15.3s	14s	99.8%	1.2 MB	11 MB	788.4 MB	42.7 MB
3031	0c/de4135	110714	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES66_617_Control-protein_14)	COMPLETED	0	2022-07-17 21:26:29.778	21.1s	20s	165.1%	3.7 MB	209.7 MB	2.1 GB	5.5 KB
2103	73/1c8927	112118	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (ES11_172_Control-protein_21)	COMPLETED	0	2022-07-17 21:26:43.374	15.5s	14s	99.8%	1.2 MB	11 MB	863.6 MB	46.2 MB
3067	bb/a7a4b7	107878	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES79_Blue-050_Control-lipid_0)	COMPLETED	0	2022-07-17 21:25:58.946	1m 6s	1m 6s	139.5%	4.4 MB	211.3 MB	2.1 GB	224.7 KB
2102	9f/a618c0	113699	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_TO_BIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (ES11_172_Control-protein_21)	COMPLETED	0	2022-07-17 21:26:58.878	15.4s	14s	99.7%	1.2 MB	11 MB	868.2 MB	46.2 MB
3066	f6/69f816	114424	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES79_Blue-050_Control-lipid_0)	COMPLETED	0	2022-07-17 21:27:05.189	19.3s	19s	159.2%	3.7 MB	209.7 MB	2.1 GB	5.5 KB
3064	d9/31f8cd	116527	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES74_Blue-042_MG-protein_14)	COMPLETED	0	2022-07-17 21:27:24.522	663ms	0ms	96.7%	1.6 MB	5.4 MB	1.5 MB	91.2 KB
3065	fd/dfa656	107711	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES74_Blue-042_MG-protein_14)	COMPLETED	0	2022-07-17 21:25:57.744	1m 28s	1m 27s	136.3%	4.7 MB	211.1 MB	2.5 GB	226.3 KB
3071	c7/3f125d	116940	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES79_Blue-050_Control-lipid_0)	COMPLETED	0	2022-07-17 21:27:25.652	612ms	1s	100.4%	6 MB	15 MB	1.4 MB	91.1 KB
3014	26/e4c997	117106	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES55_SEM19-74_MG-protein_21)	COMPLETED	0	2022-07-17 21:27:26.270	918ms	0ms	72.5%	2.7 MB	11.8 MB	1.4 MB	91 KB
3040	59/b9420d	112741	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES66_617_Control-protein_14)	COMPLETED	0	2022-07-17 21:26:50.893	1m 13s	1m 12s	135.2%	4.7 MB	211.1 MB	2.1 GB	225 KB
3053	68/07e109	120159	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES44_Blue-015_MG-lipid_0)	COMPLETED	0	2022-07-17 21:28:03.706	828ms	0ms	63.9%	2.7 MB	11.7 MB	1.4 MB	91.2 KB
3015	ac/c6ab8d	120379	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES55_SEM19-74_MG-protein_21)	COMPLETED	0	2022-07-17 21:28:04.540	18.9s	19s	161.6%	3.7 MB	209.7 MB	1.9 GB	5.5 KB
3008	14/74b4ef	117324	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES55_SEM19-74_MG-protein_21)	COMPLETED	0	2022-07-17 21:27:27.194	1m 6s	1m 6s	135.7%	4.7 MB	211.1 MB	1.9 GB	224.2 KB
